13402015B96470190ARIADNA SOFTWARE, S.L.                  T963805579RAFAEL GARCIA REDONDO                   3402015020001  00000000000002T000000056 00000000006920695 00000000000568416 00000000007512817                                                                                                                                                                                                                                                                                                            
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201505082015050802100 0000000010000 0000000002100 0000000012100 0000000000000A00000026                               0                 0000000103                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201505082015050800400 0000000010000 0000000000400 0000000010400 0000000000000A00000026                               0                 0000000103                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201505082015050801000 0000000010000 0000000001000 0000000011000 0000000000000A00000026                               0                 0000000103                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201505122015051202100 0000000010000 0000000002100 0000000012100 0000000000000A00000027                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201505122015051200400 0000000010000 0000000000400 0000000010400 0000000000000A00000027                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    EC201505122015051202100 0000000100000 0000000021000 0000000121000 0000000000000A00000028                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    EC201505122015051200400 0000000110000 0000000004400 0000000114400 0000000000000A00000028                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201505132015051300400 0000000100000 0000000004000 0000000104000 0000000000000A00000029                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201505142015051400400 0000000100000 0000000004000 0000000104000 0000000000000A00000032                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505142015051400400 0000000100000 0000000004000 0000000104000 0000000000000A00000034                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201505142015051400400 0000000100000 0000000004000 0000000104000 0000000000000A00000035                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505142015051400400 0000000010000 0000000000400 0000000010400 0000000000000A00000036                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000100000 0000000004000 0000000104000 0000000000000A00000037                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000200000 0000000008000 0000000208000 0000000000000A00000038                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000130000 0000000005200 0000000135200 0000000000000A00000039                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000020000 0000000004000 0000000024000 0000000000000A00000040                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000100000 0000000004000 0000000104000 0000000000000A00000041                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505152015051500400 0000000100000 0000000004000 0000000104000 0000000000000A00000042                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505182015051800400 0000000300000 0000000012000 0000000312000 0000000000000A00000043                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190B03036340         PEREZ PASCUAL, S.L.                     ES1                    E 201505182015051800400 0000000100000 0000000004000 0000000104000 0000000000000A00000044                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201505192015051902100 0000000160000 0000000033600 0000000193600 0000000000000A00000047                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201505202015052000400 0000000100000 0000000004000 0000000104000 0000000000000A00000048                               0                 0000000101                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201506092015060900400 0000000120000 0000000004800 0000000126000 0000000000000A00000049                               0                 0000000101                                                                                                                        00100 00000000012000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201506092015060900400 0000001200000 0000000048000 0000001260000 0000000000000A00000050                               0                 0000000101                                                                                                                        00100 00000000120000                         0000000000000000000000000000000000                                                        
23402015B96470190F46027504         CAJA RURAL DE TURIS                     ES1                    E 201506092015060900400 0000000052500 0000000002100 0000000055125 0000000000000A00000051                               0                 0000000101                                                                                                                        00100 00000000005250                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    E 201506102015061000400 0000000100000 0000000004000 0000000105000 0000000000000A00000052                               0                 0000000101                                                                                                                        00100 00000000010000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201506192015061902100 0000000020000 0000000004200 0000000024200 0000000000000A00000053                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
23402015B96470190F46026696         VIT. DE LA POBLA DEL DUC                ES1                    EC201506192015061900000 0000000110000 0000000000000 0000000110000 0000000000000A00000053                               0                 0000000102                                                                                                                        00000 00000000000000                         0000000000000000000000000000000000                                                        
